r1_A,r2_A,theta_deg,nbf,e_hf_Ha,e_ccsd_t_Ha,t1_diag,status,wall_s
1.4065542823824804,0.9768305109495515,55.0,92,-75.92054828384408,-76.2289159597511,0.019196472846234974,ok,11.13
1.4065542823824804,1.0380956121167133,55.0,92,-75.91766733757633,-76.22774300753086,0.021087174038952668,high_t1,11.21
1.4065542823824804,1.1079297093491922,55.0,92,-75.9095476352075,-76.22146695146884,0.023774531387455805,high_t1,11.33
1.4065542823824804,1.4065542823824804,55.0,92,-75.85387679569833,-76.17345785915393,0.04016185386054292,high_t1,11.23
1.4065542823824804,1.1891257633877539,55.0,92,-75.89634412929578,-76.21029817468597,0.027549059716902906,high_t1,11.6
1.5655363404087876,0.7491939040506499,55.0,92,-75.81322530555816,-76.1249211766513,0.01852405505241511,ok,11.15
1.5655363404087876,0.9222594660307525,55.0,92,-75.88692538975121,-76.2033089412783,0.021155860718909455,high_t1,10.96
1.5655363404087876,0.65,55.0,92,-75.67419529953824,-75.98343168216499,0.018119358106397643,ok,11.52
1.5655363404087876,0.8282758463094337,55.0,92,-75.86402266092077,-76.17786060873941,0.01932806716383205,ok,11.24
1.5655363404087876,0.6809285230878754,55.0,92,-75.72982582726948,-76.03978577164077,0.01819024636891797,ok,11.44
1.4065542823824804,1.286113197827046,55.0,92,-75.87797215958825,-76.19432298185878,0.032806417625451265,high_t1,11.78
1.5655363404087876,1.1079297093491922,55.0,92,-75.87744005200788,-76.19807148476742,0.028793623124575122,high_t1,11.04
1.5655363404087876,0.7871730137334912,55.0,92,-75.84238691892024,-76.15510175300344,0.018843343967619837,ok,11.51
1.5655363404087876,0.8730626691931039,55.0,92,-75.878695646454,-76.1937594977646,0.020058569956261922,high_t1,11.41
1.5655363404087876,0.7138970767665203,55.0,92,-75.77592678485344,-76.08670550486865,0.01831772902719582,ok,11.67
1.5655363404087876,0.9768305109495515,55.0,92,-75.88918749738036,-76.20696359965258,0.02279726320831794,high_t1,11.42
1.5655363404087876,1.0380956121167133,55.0,92,-75.8859064957429,-76.20511313401481,0.025232189773310466,high_t1,12.02
1.5655363404087876,1.1891257633877539,55.0,92,-75.86404779599803,-76.1860642846129,0.03390047569726207,high_t1,12.08
1.5655363404087876,1.286113197827046,55.0,92,-75.84581470102809,-76.16920456556703,0.041052874897517896,high_t1,12.25
1.5655363404087876,1.4065542823824804,55.0,92,-75.82243661139609,-76.14743826433106,0.05086514196579539,high_t1,12.48
1.5655363404087876,1.5655363404087876,55.0,92,-75.79261110592554,-76.12048757814387,0.06441853796029604,high_t1,12.81
1.8,0.6809285230878754,55.0,92,-75.6886366232343,-76.0164501043352,0.023308845239597573,high_t1,10.2
1.8,0.65,55.0,92,-75.63302440295726,-75.96019603029193,0.023263078081782254,high_t1,11.37
1.8,0.7138970767665203,55.0,92,-75.73467820218545,-76.06322896653724,0.023432568517318373,high_t1,11.6
1.8,0.7491939040506499,55.0,92,-75.77186781423507,-76.1012533692844,0.023660788168794442,high_t1,10.9
0.6809285230878754,0.6809285230878754,65.0,92,-75.67061336758074,-75.93630425098794,0.006641182374432848,ok,8.73
0.65,0.65,65.0,92,-75.55595800332182,-75.81973421471851,0.006373688683085182,ok,9.08
0.7491939040506499,0.65,65.0,92,-75.70121359423938,-75.96824341179101,0.0068853984621526955,ok,8.82
0.7138970767665203,0.65,65.0,92,-75.6615816580927,-75.92739687969984,0.006677156342279159,ok,9.21
0.6809285230878754,0.65,65.0,92,-75.61339208634807,-75.87812804642152,0.006508767360652935,ok,9.24
0.7491939040506499,0.7138970767665203,65.0,92,-75.80555073504702,-76.07459652209315,0.007170294305982726,ok,8.88
1.8,0.7871730137334912,55.0,92,-75.80086159683493,-76.1311810713885,0.024034219951912975,high_t1,11.35
1.8,0.8282758463094337,55.0,92,-75.82226075600693,-76.15361247747465,0.0246165192732775,high_t1,11.33
0.7138970767665203,0.6809285230878754,65.0,92,-75.71859039020225,-75.98535639376657,0.006806648222084479,ok,9.27
0.7138970767665203,0.7138970767665203,65.0,92,-75.76634825264827,-76.03418586875395,0.0069688690724729364,ok,9.4
0.7491939040506499,0.6809285230878754,65.0,92,-75.75801412315563,-76.02599121997186,0.007011676874914613,ok,9.38
1.8,0.9222594660307525,55.0,92,-75.84445139398869,-76.1781222787555,0.026870297174713138,high_t1,11.39
1.8,0.8730626691931039,55.0,92,-75.83661935629165,-76.16909467094817,0.025508544808067652,high_t1,11.61
0.7491939040506499,0.7491939040506499,65.0,92,-75.8445235276284,-76.11477506715485,0.007367686947925668,ok,9.03
0.7871730137334912,0.65,65.0,92,-75.73290484195064,-76.00130480386221,0.007141573749624752,ok,9.07
0.7871730137334912,0.6809285230878754,65.0,92,-75.78950472273085,-76.05884913776174,0.007264325151636691,ok,8.89
1.8,0.9768305109495515,55.0,92,-75.84623625293094,-76.18113415527537,0.02895314420837321,high_t1,11.53
0.7871730137334912,0.7138970767665203,65.0,92,-75.8368218739808,-76.10723268230582,0.0074189525567337385,ok,9.11
1.8,1.1891257633877539,55.0,92,-75.81967955552342,-76.15749803526872,0.04421303949822927,high_t1,11.5
0.7871730137334912,0.7491939040506499,65.0,92,-75.87556078248835,-76.14717545155811,0.007611853925538258,ok,8.61
1.8,1.0380956121167133,55.0,92,-75.84242283508756,-76.17850701687514,0.03214054352777545,high_t1,12.19
1.8,1.1079297093491922,55.0,92,-75.83343509910651,-76.17054967372368,0.036986192903716235,high_t1,12.35
1.8,1.286113197827046,55.0,92,-75.8015317105924,-76.13949893464095,0.05458213431602885,high_t1,12.17
1.8,1.4065542823824804,55.0,92,-75.77919947195785,-76.11655621155853,0.06849054573299594,high_t1,12.74
0.7871730137334912,0.7871730137334912,65.0,92,-75.90635402996776,-76.17933031759067,0.007851004469174519,ok,8.02
1.8,1.8,55.0,92,-75.71719771647959,-76.0553066039311,0.10586876752223527,high_t1,14.25
0.8282758463094337,0.65,65.0,92,-75.75720692759616,-76.0271571888756,0.0074557102497525805,ok,7.49
1.8,1.5655363404087876,55.0,92,-75.75215469774153,-76.08845605417778,0.08548541392141604,high_t1,14.72
0.8282758463094337,0.6809285230878754,65.0,92,-75.81361607900749,-76.08450883228637,0.007574614959184995,ok,8.52
0.8282758463094337,0.7138970767665203,65.0,92,-75.86071874540563,-76.13267640712078,0.007724855620329744,ok,7.8
0.8282758463094337,0.7491939040506499,65.0,92,-75.89922334165453,-76.1723836828757,0.00791279956073185,ok,8.14
0.8282758463094337,0.7871730137334912,65.0,92,-75.92976652940783,-76.20428751244677,0.008146413751419968,ok,8.66
0.8730626691931039,0.7491939040506499,65.0,92,-75.91600696647917,-76.19092532366301,0.008283101946968035,ok,9.3
0.8282758463094337,0.8282758463094337,65.0,92,-75.95291732313751,-76.22898230197019,0.008435742571318112,ok,9.63
0.8730626691931039,0.8282758463094337,65.0,92,-75.9691794602825,-76.24700225804936,0.008793516527391621,ok,9.54
0.8730626691931039,0.6809285230878754,65.0,92,-75.8308379246515,-76.10348916459836,0.007955105785918484,ok,9.73
0.9768305109495515,0.6809285230878754,65.0,92,-75.84622853494565,-76.12317228911917,0.008993565113421982,ok,7.92
0.8730626691931039,0.65,65.0,92,-75.77460780651859,-76.04631731344618,0.007840349361144654,ok,9.96
0.8730626691931039,0.7871730137334912,65.0,92,-75.94629790556078,-76.22257681451755,0.00851071085734668,ok,9.84
0.8730626691931039,0.7138970767665203,65.0,92,-75.87773374057808,-76.15144954507073,0.008100577072585423,ok,10.15
0.9222594660307525,0.7871730137334912,65.0,92,-75.95638053903912,-76.23466576927865,0.008959921864468893,ok,9.2
0.9222594660307525,0.6809285230878754,65.0,92,-75.84159317951521,-76.11624713024099,0.008421480057269093,ok,9.82
0.9222594660307525,0.7491939040506499,65.0,92,-75.9263402040546,-76.20326367821598,0.008738673213509466,ok,9.52
0.9222594660307525,0.65,65.0,92,-75.785528877303,-76.05924031795182,0.00831109120299669,ok,9.93
0.8730626691931039,0.8730626691931039,65.0,92,-75.9851594865542,-76.26474015440982,0.00914445075933036,ok,10.1
0.9222594660307525,0.7138970767665203,65.0,92,-75.88829219994734,-76.16401183866263,0.008561884343034032,ok,9.81
