r1_A,r2_A,theta_deg,nbf,ncas,nelecas,e_gs_casscf_Ha,e_ex_casscf_Ha,e_gs_nevpt2_Ha,e_ex_nevpt2_Ha,mu_x,mu_y,mu_z,mu_abs,status,wall_s
0.7784650775728821,0.7,55.0,92,6,8,-75.76675807248063,-75.4805749861558,-76.01133042843122,-75.6891312253784,-0.37769191726415674,3.5446302773417243e-15,-4.774036561150456e-15,0.37769191726415674,ok,219.41
0.8217302352684964,0.7,55.0,92,6,8,-75.79841781428996,-75.51844203526898,-76.04281617923584,-75.7276222988924,-0.37087036800171136,-3.568806960156994e-15,3.4252223561794138e-15,0.37087036800171136,ok,220.61
0.8217302352684964,0.7784650775728821,55.0,92,6,8,-75.88378378650675,-75.60993143186491,-76.12931251747519,-75.82119751237776,0.3579085354853024,8.783311671817857e-16,1.4087430363166534e-15,0.3579085354853024,ok,223.26
0.8217302352684964,0.738001992915057,55.0,92,6,8,-75.84594086336742,-75.5688443410695,-76.09095037133797,-75.77896304373768,0.3660289968827159,3.1583384424048506e-16,1.2164878410072379e-15,0.3660289968827159,ok,229.5
0.7784650775728821,0.738001992915057,55.0,92,6,8,-75.81494406483156,-75.53205722819114,-76.06022542904937,-75.7416857660027,-0.3720500886119598,8.047282443153227e-15,-7.106364363584179e-15,0.3720500886119598,ok,229.71
0.738001992915057,0.7,55.0,92,6,8,-75.7266082238011,-75.43506599754934,-75.97120973358642,-75.64314857523162,-0.3814461634959506,5.6520609231861094e-15,-5.385390589978115e-15,0.3814461634959506,ok,238.16
0.9184360891594576,0.738001992915057,55.0,92,6,8,-75.88672408982123,-75.62485967849807,-76.13031275038955,-75.83647525383215,-0.340877304690476,-1.8532657982069746e-15,4.623163050686095e-16,0.340877304690476,ok,185.14
0.9184360891594576,0.7784650775728821,55.0,92,6,8,-75.92339033724873,-75.66354556178362,-76.16738152413116,-75.87615663797965,-0.33425923168775906,-1.3880976993164862e-15,1.4638408645595344e-15,0.33425923168775906,ok,213.32
0.9730484681624365,0.7,55.0,92,6,8,-75.85221435421202,-75.59981802343331,-76.09372109640802,-75.81146836743488,0.3222918770379619,6.566374512293845e-16,-6.78445074144089e-16,0.3222918770379619,ok,161.9
0.9730484681624365,0.9730484681624365,55.0,92,6,8,-76.00706269841129,-75.76701861766081,-76.24576954224257,-75.98462467481731,0.2546239174459988,-2.3323632733291004e-15,2.849056286828501e-15,0.2546239174459988,ok,119.85
0.9184360891594576,0.9184360891594576,55.0,92,6,8,-75.98814297485563,-75.73719000627105,-76.23056412666752,-75.95340410099787,0.2909405340541838,5.440298199106552e-15,-1.3059377376735156e-15,0.2909405340541838,ok,171.42
1.0328937646339662,1.0328937646339662,55.0,92,6,8,-76.01560669133782,-75.78845798407417,-76.24934939599638,-76.00679726837883,0.2153915076882014,8.873757447805214e-16,1.2885212357847577e-15,0.2153915076882014,ok,6.18
1.0328937646339662,0.9730484681624365,55.0,92,6,8,-76.01198698342783,-75.77906641826294,-76.24769922209184,-75.99656094813739,-0.23018953903218736,-1.3552438030062902e-15,-1.887586034531128e-15,0.23018953903218736,ok,12.04
1.0328937646339662,0.9184360891594576,55.0,92,6,8,-76.00399896943136,-75.7672660354159,-76.24079974508881,-75.98358802899484,0.23873995392560793,2.297737425952221e-16,-3.182814166310026e-15,0.23873995392560793,ok,13.69
0.9730484681624365,0.9184360891594576,55.0,92,6,8,-75.99801739466604,-75.75307693585893,-76.23838896225577,-75.96989171068188,0.27040558092326616,-8.28478199687798e-17,6.013843448800753e-16,0.27040558092326616,ok,14.96
1.0328937646339662,0.8682146206261605,55.0,92,6,8,-75.99048866734223,-75.75131422704922,-76.22800186524469,-75.9667213715607,0.24509339100274438,1.0709996381109577e-15,-2.7308451076771635e-16,0.24509339100274438,ok,18.63
0.9730484681624365,0.738001992915057,55.0,92,6,8,-75.89833903620868,-75.64695550759848,-76.1403931409268,-75.85944717827957,0.3186477058539595,1.3630361170568255e-16,-1.985535258181807e-15,0.3186477058539595,ok,19.4
1.0328937646339662,0.7,55.0,92,6,8,-75.85932728963712,-75.62118625173652,-76.09858738932996,-75.83351223113272,-0.29099944594207083,-6.090416174840534e-16,-3.2599261876681705e-16,0.29099944594207083,ok,23.58
1.0990821169362144,0.7784650775728821,55.0,92,6,8,-75.94738621016505,-75.72095187484668,-76.17943174728778,-75.93225945014731,-0.20616950824468458,-9.651290584550452e-16,-5.967203803222141e-16,0.20616950824468458,ok,12.23
0.9184360891594576,0.8682146206261605,55.0,92,6,8,-75.97303124714793,-75.71799034563989,-76.21659495891262,-75.93313220541346,0.3075297117104275,3.965748314002123e-16,1.7159225880434057e-17,0.3075297117104275,ok,25.6
1.0990821169362144,0.8217302352684964,55.0,92,6,8,-75.9746106316233,-75.7482721529249,-76.206547711687,-75.9602758817069,0.20364705179805992,2.7682648922081846e-16,-5.131457360382593e-16,0.20364705179805992,ok,12.03
1.0990821169362144,0.738001992915057,55.0,92,6,8,-75.9111650900311,-75.68520020513638,-76.14350392957553,-75.89614919497268,0.20968307432664735,9.950098230916575e-16,-2.257977515175509e-16,0.20968307432664735,ok,19.56
0.9184360891594576,0.8217302352684964,55.0,92,6,8,-75.95170323000337,-75.69409185411503,-76.19576797809951,-75.90790124612731,0.3233957752800187,2.0925439478641985e-15,-1.4535642256545943e-15,0.3233957752800187,ok,27.15
