basis,E_eV,lambda_nm,sigma_200K,sigma_220K,sigma_250K,sigma_298K
cc-pvtz-dk,1.7103551775887944,724.9032249242468,1.511821199130307e-29,1.5300372029178122e-29,1.5928352601757696e-29,1.8305358153468148e-29
cc-pvtz-dk,1.7123561780890446,724.0561279626058,4.283943026868271e-29,4.26070039766614e-29,4.2165612607015753e-29,4.126652489420082e-29
cc-pvtz-dk,1.7143571785892946,723.2110084668806,6.333952285726938e-29,6.299587285203397e-29,6.234326102756932e-29,6.101392993284272e-29
cc-pvtz-dk,1.7163581790895446,722.3678595208395,7.218838438189194e-29,7.179672467951822e-29,7.105293958118738e-29,6.953789400288127e-29
cc-pvtz-dk,1.7183591795897948,721.5266742404658,7.634976117624352e-29,8.056750104766199e-29,8.844108504328517e-29,1.0394913045130308e-28
cc-pvtz-dk,1.7203601800900448,720.6874457737715,6.665082246782947e-29,7.523805083533745e-29,9.128266105439261e-29,1.2294067751581197e-28
cc-pvtz-dk,1.7223611805902947,719.85016730061,4.3745776121270463e-29,5.521268994954472e-29,7.664500002183258e-29,1.1896217410012172e-28
cc-pvtz-dk,1.7243621810905452,719.014832032492,2.4050502378418833e-29,3.621501669623023e-29,5.895474696736732e-29,1.0386746697931744e-28
cc-pvtz-dk,1.7263631815907954,718.1814332124021,2.2257918290170914e-29,3.4806069089445e-29,6.062831382128905e-29,1.2098254049181908e-28
cc-pvtz-dk,1.7283641820910454,717.3499641146166,1.6695447512085587e-29,2.801991237259509e-29,5.446896933277069e-29,1.2758518325954443e-28
cc-pvtz-dk,1.7303651825912958,716.5204180445214,7.665557805475054e-30,1.5545045841434753e-29,3.761152901278256e-29,1.102069253064323e-28
cc-pvtz-dk,1.7323661830915458,715.6927883384349,5.7842454244424974e-30,1.311818877194628e-29,3.490913749675959e-29,1.0990341844076897e-28
cc-pvtz-dk,1.7343671835917955,714.8670683634267,5.2139372601692e-30,1.1824777167123108e-29,3.146720779612626e-29,9.906729164824856e-29
cc-pvtz-dk,1.736368184092046,714.043251517142,3.582449906646981e-30,8.124699194617241e-30,2.1620838534603968e-29,6.806825475792551e-29
cc-pvtz-dk,1.7383691845922964,713.2213312276258,1.0306579900737721e-29,1.1704184912575296e-29,1.5910127823729553e-29,3.0517659125538104e-29
cc-pvtz-dk,1.7403701850925462,712.4013009531475,4.576785365151023e-29,4.5519539132589776e-29,4.504797507391111e-29,4.408742740551537e-29
cc-pvtz-dk,1.7423711855927961,711.5831541820271,7.473171972299881e-29,7.43262610975537e-29,7.355627102257776e-29,7.198784748054955e-29
cc-pvtz-dk,1.7443721860930466,710.7668844324634,9.016043385265673e-29,8.967126639183909e-29,8.874230825358946e-29,8.685007631328174e-29
cc-pvtz-dk,1.7463731865932965,709.9524852523632,9.732637962534931e-29,1.0126834653075485e-28,1.0862298210660956e-28,1.2309249200597009e-28
cc-pvtz-dk,1.7483741870935467,709.1399502191701,9.076134642177981e-29,1.0103113743518696e-28,1.202177308604281e-28,1.5806829931117198e-28
cc-pvtz-dk,1.7503751875937972,708.3292729396969,6.642857414703419e-29,8.13161777476646e-29,1.0914041406263119e-28,1.6407209563783132e-28
cc-pvtz-dk,1.7523761880940472,707.520447049957,3.319104674900974e-29,4.9978761078161337e-29,8.136086855407194e-29,1.433429496801389e-28
cc-pvtz-dk,1.754377188594297,706.7134662149986,3.181121794295121e-29,4.9104592882618796e-29,8.363830429381124e-29,1.6056955470761265e-28
cc-pvtz-dk,1.7563781890945473,705.9083241287382,2.628814103451501e-29,4.3443368088864747e-29,8.258659921807777e-29,1.878705021968724e-28
cc-pvtz-dk,1.7583791895947973,705.105014513798,1.543600452772433e-29,2.918890705742982e-29,6.57970791924672e-29,1.8119945092104818e-28
cc-pvtz-dk,1.7603801900950473,704.3035311213413,9.200215412931656e-30,2.0865325323058816e-29,5.552523471647011e-29,1.748084754495174e-28
cc-pvtz-dk,1.7623811905952975,703.5038677309111,8.886210038631085e-30,2.015318718347122e-29,5.363014625084945e-29,1.6884222375857498e-28
cc-pvtz-dk,1.7643821910955475,702.7060181502694,6.792351182608959e-30,1.540448900081118e-29,4.0993267740334096e-29,1.2905790806600748e-28
cc-pvtz-dk,1.766383191595798,701.9099762152364,3.195033263534092e-30,7.246070387431304e-30,1.9282697624155923e-29,6.070715398944318e-29
cc-pvtz-dk,1.768384192096048,701.1157357895332,4.7295152635759484e-29,4.7038551721863867e-29,4.6551251305668586e-29,4.5558649622036866e-29
cc-pvtz-dk,1.7703851925962981,700.3232907646227,8.802268063197202e-29,8.754511159931329e-29,8.663817956682943e-29,8.479081348121896e-29
cc-pvtz-dk,1.772386193096548,699.5326350595541,1.1313743539304052e-28,1.12523605693806e-28,1.1135790654110656e-28,1.0898344737152143e-28
cc-pvtz-dk,1.7743871935967985,698.7437626208063,1.2412421451892313e-28,1.2700931077120416e-28,1.32383678596519e-28,1.4292378973216034e-28
cc-pvtz-dk,1.7763881940970483,697.9566674221346,1.236813640733237e-28,1.3587489238665495e-28,1.5865297986379863e-28,2.0357866402031726e-28
cc-pvtz-dk,1.7783891945972983,697.1713434644164,9.936221096577303e-29,1.1896538638228854e-28,1.5560090967631913e-28,2.279206726608807e-28
cc-pvtz-dk,1.7803901950975487,696.3877847754987,5.491835978434403e-29,7.848442863319485e-29,1.2253632277563608e-28,2.0953695860201693e-28
cc-pvtz-dk,1.782391195597799,695.6059854100477,4.5986030290770734e-29,6.983339969645705e-29,1.1549051569862946e-28,2.099297271313814e-28
cc-pvtz-dk,1.7843921960980489,694.8259394493973,4.180933569976406e-29,6.828366986093403e-29,1.2753983862207145e-28,2.8319431762507412e-28
cc-pvtz-dk,1.7863931965982993,694.0476410014,2.941685738526042e-29,5.372680700478685e-29,1.164596328404649e-28,3.087274120344295e-28
cc-pvtz-dk,1.7883941970985493,693.2710842002797,1.5783354509619734e-29,3.5795338668863147e-29,9.525586352337761e-29,2.998912542230045e-28
cc-pvtz-dk,1.7903951975987993,692.4962632064822,1.635751719099123e-29,3.7097491998701167e-29,9.872105604525915e-29,3.108006186765239e-28
cc-pvtz-dk,1.7923961980990495,691.7231722065308,1.3715141285351437e-29,3.1104802651504895e-29,8.277376179347784e-29,2.605942177502828e-28
cc-pvtz-dk,1.7943971985993,690.9518054128797,8.069613379416393e-30,1.8301213703775466e-29,4.8701813691608546e-29,1.533264982404697e-28
cc-pvtz-dk,1.7963981990995497,690.1821570637705,4.620998505968976e-29,4.627210587583844e-29,4.6724064312207956e-29,4.8944693354474644e-29
cc-pvtz-dk,1.7983991995997997,689.4142214230876,1.033487020392096e-28,1.0278798133285254e-28,1.017231393202935e-28,9.955412008833718e-29
cc-pvtz-dk,1.80040020010005,688.6479927802167,1.4293737794590377e-28,1.4216186798839852e-28,1.406891283971061e-28,1.376892462929994e-28
cc-pvtz-dk,1.8024012006003,687.8834654499028,1.582898129665422e-28,1.5845506961464547e-28,1.5873879993405728e-28,1.59199572514407e-28
cc-pvtz-dk,1.80440220110055,687.1206337721098,1.6929017993729777e-28,1.8349438930015336e-28,2.1002450288506956e-28,2.6233447236507793e-28
cc-pvtz-dk,1.8064032016008003,686.3594921118804,1.4819105631790246e-28,1.7448562998850526e-28,2.2362403868491816e-28,3.2061551397967105e-28
cc-pvtz-dk,1.8084042021010507,685.6000348591976,9.766170446208252e-29,1.3161412877225519e-28,1.9507821076685408e-28,3.2040540847821203e-28
cc-pvtz-dk,1.8104052026013007,684.8422564288477,6.954233484810496e-29,1.0471618338745602e-28,1.7046840394356442e-28,3.0033410757281057e-28
cc-pvtz-dk,1.8124062031015509,684.0861512602814,6.876947190977514e-29,1.1167272427150106e-28,2.0675986999824307e-28,4.534275460927972e-28
cc-pvtz-dk,1.8144072036018009,683.33171381748,5.734951667784723e-29,1.0371936577844017e-28,2.222303003353725e-28,5.821610836021961e-28
cc-pvtz-dk,1.8164082041020508,682.5789385888186,3.454866675368405e-29,7.625834288258813e-29,1.9865588926764166e-28,6.160794225745919e-28
cc-pvtz-dk,1.818409204602301,681.8278200869325,3.544492461220544e-29,8.03861485727209e-29,2.139175736944145e-28,6.734704521345905e-28
cc-pvtz-dk,1.820410205102551,681.0783528485848,3.2197643207784183e-29,7.302158373617012e-29,1.9431954755282172e-28,6.11770558579428e-28
cc-pvtz-dk,1.8224112056028015,680.330531434532,2.167327585907801e-29,4.915319167205886e-29,1.3080277745003835e-28,4.118025655787328e-28
cc-pvtz-dk,1.8244122061030514,679.584350429394,4.385530929710959e-29,4.9812942454668196e-29,6.774134506258655e-29,1.3000680607559729e-28
cc-pvtz-dk,1.8264132066033016,678.8398044415228,1.2053065290347495e-28,1.1987671113642624e-28,1.1863483677825485e-28,1.161052132897208e-28
cc-pvtz-dk,1.8284142071035516,678.0968881028728,1.822335339539346e-28,1.8124482181856766e-28,1.7936719859522394e-28,1.7554259284735986e-28
cc-pvtz-dk,1.830415207603802,677.3555960688711,2.111665586662189e-28,2.10020869754815e-28,2.078451382857348e-28,2.0341330394378735e-28
cc-pvtz-dk,1.832416208104052,676.6159230182909,2.334357911922265e-28,2.4916633308827215e-28,2.785399470742105e-28,3.364274997741036e-28
cc-pvtz-dk,1.8344172086043018,675.8778636531225,2.2269499326228403e-28,2.5885641034972426e-28,3.2643062822968102e-28,4.597995652759954e-28
cc-pvtz-dk,1.8364182091045522,675.1414126984473,1.6879463047406409e-28,2.1970603468461e-28,3.1486638237382334e-28,5.027724340602229e-28
cc-pvtz-dk,1.8384192096048027,674.4065649023128,1.117200877404494e-28,1.6822704071475934e-28,2.7385829203386836e-28,4.82488155204618e-28
cc-pvtz-dk,1.8404202101050524,673.6733150356075,1.4582966198551442e-28,2.5391050878677575e-28,5.188689639321817e-28,1.290975802258819e-27
cc-pvtz-dk,1.8424212106053024,672.941657891936,1.7436319706265034e-28,3.427062193594152e-28,8.043305958844542e-28,2.2970857453270236e-27
cc-pvtz-dk,1.8444222111055528,672.2115882874965,1.9250076566092084e-28,4.201251681901256e-28,1.084423221411997e-27,3.3406987551579595e-27
cc-pvtz-dk,1.8464232116058028,671.483101060959,2.3592221237747628e-28,5.350520059859368e-28,1.4238401634243988e-27,4.4826344188002395e-27
cc-pvtz-dk,1.848424212106053,670.7561910733423,2.9370649559923623e-28,6.661019666517596e-28,1.7725804640375144e-27,5.580563326067013e-27
cc-pvtz-dk,1.8504252126063034,670.0308532078939,3.38721181996958e-28,7.68191541063653e-28,2.0442535625182973e-27,6.435863810766905e-27
cc-pvtz-dk,1.8524262131065534,669.3070823699702,3.882061982164841e-28,8.538996184835343e-28,2.2377104140430866e-27,7.00044309157655e-27
cc-pvtz-dk,1.8544272136068032,668.5848734869166,5.173696493901093e-28,9.97002684552723e-28,2.4229159853138027e-27,7.33224871571252e-27
cc-pvtz-dk,1.8564282141070536,667.8642215079493,6.107067296037211e-28,1.085745737844825e-27,2.49857068693952e-27,7.364256654969212e-27
cc-pvtz-dk,1.8584292146073036,667.1451214040377,6.540285657033739e-28,1.1133131575078797e-27,2.4796507717930365e-27,7.18615235893825e-27
cc-pvtz-dk,1.8604302151075536,666.4275681677871,6.755639858489493e-28,1.1353322298749042e-27,2.484927774777701e-27,7.088584586457482e-27
cc-pvtz-dk,1.8624312156078038,665.7115568133225,6.8941470694314e-28,1.182551523781528e-27,2.590813287262008e-27,7.295664853556874e-27
cc-pvtz-dk,1.8644322161080538,664.9970823761739,6.605412822139704e-28,1.2065737540159684e-27,2.739309619974122e-27,7.791211429280301e-27
cc-pvtz-dk,1.8664332166083042,664.28413991316,6.086049137118476e-28,1.233399855608997e-27,2.9824192326869763e-27,8.734536178926839e-27
cc-pvtz-dk,1.8684342171085542,663.5727245022757,6.918360835910238e-28,1.42604823958907e-27,3.503015545114159e-27,1.0390847879789698e-26
cc-pvtz-dk,1.8704352176088044,662.8628312425782,7.805154034748842e-28,1.659863289523771e-27,4.191975738842568e-27,1.2705692142918185e-26
cc-pvtz-dk,1.8724362181090544,662.1544552540743,8.796686426195572e-28,1.9424774287036854e-27,5.061923532728784e-27,1.5702019651546906e-26
cc-pvtz-dk,1.8744372186093048,661.4475916776087,1.0246674358846349e-27,2.3238607400024625e-27,6.1840834513339235e-27,1.9469169391185183e-26
cc-pvtz-dk,1.8764382191095546,660.7422356747535,1.2693771903800541e-27,2.878842162513065e-27,7.66095827935909e-27,2.411877129624959e-26
cc-pvtz-dk,1.8784392196098045,660.0383824276964,1.5337939576924426e-27,3.4785174552339e-27,9.256769073892681e-27,2.914281583244591e-26
cc-pvtz-dk,1.880440220110055,659.3360271391327,1.805605666296664e-27,4.094963861333465e-27,1.0897209894193533e-26,3.43073677758326e-26
cc-pvtz-dk,1.8824412206103052,658.6351650321551,2.2268141598786845e-27,4.8545227705587e-27,1.2662985144192096e-26,3.9538294605743683e-26
cc-pvtz-dk,1.8844422211105551,657.935791350146,2.6346449264325896e-27,5.583600497995177e-27,1.4347461290367977e-26,4.45130323580477e-26
cc-pvtz-dk,1.8864432216108056,657.2379013566692,2.972627862387514e-27,6.219597624318793e-27,1.5869528114166453e-26,4.908602118251942e-26
cc-pvtz-dk,1.8884442221110556,656.5414903353642,3.235038485431656e-27,6.765833621382862e-27,1.7249710930552227e-26,5.331295368810969e-26
cc-pvtz-dk,1.8904452226113055,655.8465535898385,3.53104038489501e-27,7.396257143495622e-27,1.8791332820643602e-26,5.778537331869942e-26
cc-pvtz-dk,1.8924462231115557,655.1530864435633,3.732022809028978e-27,7.922769857704195e-27,2.021084748129234e-26,6.209351676833716e-26
cc-pvtz-dk,1.8944472236118062,654.4610842397675,3.846684244451654e-27,8.3592854930551e-27,2.1553606019668956e-26,6.643058779886783e-26
cc-pvtz-dk,1.896448224112056,653.7705423413347,4.061046656641899e-27,8.901800605939809e-27,2.3059404866465198e-26,7.122235635922333e-26
cc-pvtz-dk,1.898449224612306,653.0814561306984,4.3019945168590604e-27,9.494162390650675e-27,2.4729478400944036e-26,7.668493856565025e-26
cc-pvtz-dk,1.9004502251125563,652.3938210097393,4.530044241044011e-27,1.0118342077501297e-26,2.660889135879159e-26,8.307891047770791e-26
cc-pvtz-dk,1.9024512256128063,651.7076323996845,4.774233343607442e-27,1.0827565161414133e-26,2.88135021950024e-26,9.071270777673351e-26
cc-pvtz-dk,1.9044522261130563,651.0228857410034,5.308997150138405e-27,1.2040365111574248e-26,3.204091422209135e-26,1.0087347484028105e-25
cc-pvtz-dk,1.9064532266133065,650.3395764933089,5.931028150611531e-27,1.345107981806434e-26,3.579500211590788e-26,1.1269236015922772e-25
cc-pvtz-dk,1.908454227113557,649.6577001352555,6.63472280225004e-27,1.5047000910726604e-26,4.004194731743359e-26,1.260628937515178e-25
cc-pvtz-dk,1.910455227613807,648.9772521644409,7.564874262407151e-27,1.6958320053440273e-26,4.48694622671974e-26,1.409288468669769e-25
cc-pvtz-dk,1.9124562281140567,648.2982280973058,8.649422207681512e-27,1.9095106466632968e-26,5.0134182905648014e-26,1.569621277070438e-25
cc-pvtz-dk,1.9144572286143071,647.6206234690358,9.711765634935938e-27,2.1261932258846783e-26,5.558380509584274e-26,1.737123597104153e-25
cc-pvtz-dk,1.916458229114557,646.9444338334639,1.0733420135718097e-26,2.3441408362117775e-26,6.118313115037119e-26,1.9103065490713235e-25
cc-pvtz-dk,1.9184592296148073,646.2696547629727,1.2143895193930986e-26,2.628457581020153e-26,6.79826409750113e-26,2.1069836283748743e-25
cc-pvtz-dk,1.9204602301150573,645.596281848398,1.3523210462864415e-26,2.9155618603017285e-26,7.493621090151072e-26,2.308319416155563e-25
cc-pvtz-dk,1.9224612306153077,644.924310698933,1.4834195874496674e-26,3.198743705493965e-26,8.192342391825729e-26,2.5121607445022433e-25
cc-pvtz-dk,1.9244622311155577,644.2537369420328,1.6205519670804534e-26,3.48833038233244e-26,8.901248454338879e-26,2.7189875673089713e-25
cc-pvtz-dk,1.926463231615808,643.5845562233186,1.7692936601802364e-26,3.7884207190474556e-26,9.623797373652765e-26,2.9298573076812924e-25
cc-pvtz-dk,1.9284642321160579,642.9167642064851,1.907416490378369e-26,4.076876752121729e-26,1.0340798139174926e-25,3.1445315325643735e-25
cc-pvtz-dk,1.9304652326163083,642.2503565732054,2.034776303253688e-26,4.3551804089211226e-26,1.1059886949972425e-25,3.366220959744456e-25
cc-pvtz-dk,1.9324662331165583,641.5853290230391,2.1545623840107072e-26,4.6298213533840165e-26,1.1796816094112507e-25,3.5995533401714747e-25
cc-pvtz-dk,1.934467233616808,640.9216772733386,2.2733027785652933e-26,4.912110795768016e-26,1.257455374883539e-25,3.8502016401942873e-25
cc-pvtz-dk,1.9364682341170585,640.2593970591578,2.4003755508558065e-26,5.217281562778748e-26,1.3421314783069862e-25,4.12435706172149e-25
cc-pvtz-dk,1.938469234617309,639.5984841331612,2.55834082406931e-26,5.574166801274192e-26,1.437881374516315e-25,4.42919192579185e-25
cc-pvtz-dk,1.9404702351175587,638.9389342655323,2.7808151159956374e-26,6.022374348763391e-26,1.5498054839776835e-25,4.772135223137072e-25
cc-pvtz-dk,1.9424712356178087,638.2807432438836,3.0384222543461836e-26,6.537905594639375e-26,1.6764402464956292e-25,5.153299999006377e-25
cc-pvtz-dk,1.944472236118059,637.6239068731669,3.331828573623208e-26,7.125032664969908e-26,1.8187466374716219e-25,5.574146722908401e-25
cc-pvtz-dk,1.946473236618309,636.9684209755846,3.660369248210548e-26,7.784621797774967e-26,1.9769150957163822e-25,6.0343496386902905e-25
cc-pvtz-dk,1.9484742371185588,636.3142813905007,4.022544207038328e-26,8.514414648843184e-26,2.1503880028671477e-25,6.531944373471093e-25
cc-pvtz-dk,1.9504752376188097,635.6614839743522,4.416536532286109e-26,9.309642730310782e-26,2.3379743179597407e-25,7.063686966817317e-25
cc-pvtz-dk,1.9524762381190597,635.0100246005636,4.8455388199846297e-26,1.0168742742280299e-25,2.538524706835894e-25,7.626055734458512e-25
cc-pvtz-dk,1.9544772386193094,634.3598991594574,5.35914897129326e-26,1.1135227526689976e-25,2.75522911683088e-25,8.219852677180332e-25
cc-pvtz-dk,1.9564782391195599,633.7111035581692,5.893395220686127e-26,1.2139480551937188e-25,2.9801401863694436e-25,8.835458388623653e-25
cc-pvtz-dk,1.9584792396198099,633.0636337205619,6.43646449287224e-26,1.3164574147352302e-25,3.210766768205961e-25,9.46942851391507e-25
cc-pvtz-dk,1.9604802401200598,632.4174855871396,6.979187547571903e-26,1.4197966097728668e-25,3.4454559629688522e-25,1.0120239529678667e-24
cc-pvtz-dk,1.96248124062031,631.7726551149631,7.516795394431288e-26,1.5234008102464724e-25,3.6837595560612123e-25,1.0788784655283372e-24
cc-pvtz-dk,1.96448224112056,631.1291382775656,8.050159921876041e-26,1.6275643350732946e-25,3.9266579292357394e-25,1.1478581091663653e-24
cc-pvtz-dk,1.9664832416208105,630.4869310648689,8.58631204142179e-26,1.7335007257150077e-25,4.176602671314062e-25,1.2195648037714278e-24
cc-pvtz-dk,1.9684842421210604,629.8460294831003,9.217279711136081e-26,1.8511514352107678e-25,4.445153813400383e-25,1.2955682547175935e-24
cc-pvtz-dk,1.9704852426213106,629.2064295547093,9.882904073759282e-26,1.9755255337007103e-25,4.729409512111181e-25,1.3760593311902768e-24
cc-pvtz-dk,1.9724862431215606,628.5681273182855,1.0579442940711832e-25,2.1073462307563843e-25,5.0322374192412905e-25,1.4617851030924713e-24
cc-pvtz-dk,1.974487243621811,627.9311188284772,1.1313606140082267e-25,2.2483614871947646e-25,5.357412059106681e-25,1.553528549911995e-24
cc-pvtz-dk,1.9764882441220608,627.2954001559099,1.2095649964081206e-25,2.400537965139126e-25,5.708604195654651e-25,1.6519715657757339e-24
cc-pvtz-dk,1.9784892446223108,626.660967387105,1.293946600940943e-25,2.565965908253466e-25,6.089111967912588e-25,1.7576419324022235e-24
cc-pvtz-dk,1.9804902451225612,626.0278166244001,1.3862050036211104e-25,2.7467327751600545e-25,6.501624404204133e-25,1.8708785246403057e-24
cc-pvtz-dk,1.9824912456228114,625.3959439858693,1.4986085148902998e-25,2.955094131514087e-25,6.958256026385105e-25,1.9928185856672884e-24
cc-pvtz-dk,1.9844922461230614,624.7653456052433,1.6255568749959848e-25,3.1852064504928605e-25,7.452628699897951e-25,2.1226871353972785e-24
cc-pvtz-dk,1.9864932466233118,624.1360176318307,1.7630410087652417e-25,3.432543946916239e-25,7.97922544126425e-25,2.259726707141039e-24
cc-pvtz-dk,1.9884942471235618,623.5079562304402,1.9096460560690036e-25,3.694998257827624e-25,8.534682037984988e-25,2.403368874161126e-24
cc-pvtz-dk,1.9904952476238118,622.8811575813019,2.063817923690379e-25,3.970288149533817e-25,9.11546595993105e-25,2.553055942355642e-24
cc-pvtz-dk,1.992496248124062,622.2556178799899,2.224141393251833e-25,4.256373416158469e-25,9.718535163686478e-25,2.7083516685779506e-24
cc-pvtz-dk,1.9944972486243124,621.6313333373463,2.3896076157468015e-25,4.551848255161215e-25,1.0341949523932382e-24,2.8690386465211915e-24
cc-pvtz-dk,1.9964982491245622,621.0083001794036,2.5817283034814564e-25,4.878034895853607e-25,1.1006899815385196e-24,3.0372980740004285e-24
cc-pvtz-dk,1.9984992496248122,620.3865146473091,2.78908232318363e-25,5.223888203443495e-25,1.1703266039884479e-24,3.212388562158765e-24
cc-pvtz-dk,2.0005002501250626,619.7659729972493,3.0039456008645534e-25,5.582433092539324e-25,1.242566655019998e-24,3.3941631053299575e-24
cc-pvtz-dk,2.0025012506253126,619.1466715003747,3.2243108046400106e-25,5.952727030690274e-25,1.3175295989654815e-24,3.583221283146884e-24
cc-pvtz-dk,2.0045022511255626,618.5286064427253,3.448962010017118e-25,6.334868583548204e-25,1.395480124177995e-24,3.780367110444332e-24
cc-pvtz-dk,2.006503251625813,617.9117741251557,3.677884676126605e-25,6.730278229302538e-25,1.476831961193019e-24,3.986564465278965e-24
cc-pvtz-dk,2.008504252126063,617.2961708632628,3.9125552277178473e-25,7.141842835042399e-25,1.5621359287678277e-24,4.202875851566239e-24
cc-pvtz-dk,2.010505252626313,616.6817929873102,4.156050329827923e-25,7.573884221533315e-25,1.6520518989753446e-24,4.430390786060196e-24
cc-pvtz-dk,2.0125062531265634,616.0686368421575,4.412937600123492e-25,8.031933451004134e-25,1.747306310090382e-24,4.670151283033328e-24
cc-pvtz-dk,2.0145072536268134,615.4566987871865,4.688939727796358e-25,8.522319370048497e-25,1.8486388680184583e-24,4.923082362304391e-24
cc-pvtz-dk,2.0165082541270634,614.8459751962292,4.990398679149e-25,9.051608905668477e-25,1.956743893972965e-24,5.189935168576238e-24
cc-pvtz-dk,2.018509254627314,614.2364624574968,5.323600665300445e-25,9.625963262812863e-25,2.0722131117333178e-24,5.4712491725029676e-24
cc-pvtz-dk,2.0205102551275638,613.6281569735082,5.694050272861437e-25,1.0250494015475262e-24,2.1954872629894458e-24,5.7673381081272105e-24
cc-pvtz-dk,2.0225112556278138,613.021055161019,6.105798590746242e-25,1.0928712247413742e-24,2.326823606900633e-24,6.078301937199721e-24
cc-pvtz-dk,2.024512256128064,612.4151534509513,6.560931686381002e-25,1.1662159830110179e-24,2.466285025825997e-24,6.404064429281403e-24
cc-pvtz-dk,2.026513256628314,611.8104482883239,7.059310877067644e-25,1.2450293932213706e-24,2.6137541889539348e-24,6.744433165262894e-24
cc-pvtz-dk,2.028514257128564,611.2069361321825,7.598625900425152e-25,1.3290665384851088e-24,2.7689732328390914e-24,7.099176195623924e-24
cc-pvtz-dk,2.0305152576288146,610.6046134555309,8.174779846523774e-25,1.4179392133633276e-24,2.931606049911203e-24,7.468107499871175e-24
cc-pvtz-dk,2.0325162581290646,610.0034767452621,8.782576255399584e-25,1.5111885949659197e-24,3.1013169748940176e-24,7.85117205791205e-24
cc-pvtz-dk,2.0345172586293145,609.40352250209,9.416631186139167e-25,1.608375012579858e-24,3.277856905114378e-24,8.248520956527351e-24
cc-pvtz-dk,2.036518259129565,608.8047472404813,1.0072393761458139e-24,1.7091734424778852e-24,3.4611461320946246e-24,8.660567624713288e-24
cc-pvtz-dk,2.0385192596298145,608.207147488589,1.074713432313728e-24,1.8134616551205486e-24,3.651342743666771e-24,9.088018019772296e-24
cc-pvtz-dk,2.040520260130065,607.6107197881834,1.1440754636541013e-24,1.921388054372828e-24,3.848886557069429e-24,9.531870247279814e-24
cc-pvtz-dk,2.0425212606303154,607.0154606945872,1.21562915340095e-24,2.0334082856177066e-24,4.054511134885355e-24,9.993382446307423e-24
cc-pvtz-dk,2.044522261130565,606.4213667766088,1.2900022729035044e-24,2.1502834775991198e-24,4.269220266066615e-24,1.0474011456079837e-23
cc-pvtz-dk,2.0465232616308153,605.8284346164752,1.3681136784247721e-24,2.273038068395028e-24,4.49422990990031e-24,1.097532837996089e-23
cc-pvtz-dk,2.0485242621310658,605.236660809768,1.4510991193274213e-24,2.4028808697876397e-24,4.730881397540755e-24,1.149892023137004e-23
cc-pvtz-dk,2.0505252626313153,604.6460419653574,1.5402044329445265e-24,2.541098532120266e-24,4.9805359887394726e-24,1.204628896889725e-23
cc-pvtz-dk,2.0525262631315657,604.0565747053375,1.636659927934721e-24,2.688935051568147e-24,5.244464040817987e-24,1.2618760077321152e-23
cc-pvtz-dk,2.054527263631816,603.4682556649622,1.7415531963012375e-24,2.8474736907468126e-24,5.52374353699638e-24,1.3217412238970862e-23
cc-pvtz-dk,2.0565282641320657,602.881081492581,1.8557186420080153e-24,3.0175381646010917e-24,5.8191822270618705e-24,1.38430375530011e-23
cc-pvtz-dk,2.058529264632316,602.2950488495746,1.979660404503467e-24,3.199627992180758e-24,6.13127511084628e-24,1.4496138376845374e-23
cc-pvtz-dk,2.060530265132566,601.7101544102937,2.1135212136762614e-24,3.3938987035763466e-24,6.460204693910477e-24,1.5176962545031103e-23
cc-pvtz-dk,2.062531265632816,601.1263948619937,2.2571035523100252e-24,3.6001916386793374e-24,6.805885887797666e-24,1.5885573972599958e-23
cc-pvtz-dk,2.0645322661330665,600.5437669047734,2.4099421624716863e-24,3.818111183139751e-24,7.16805134753544e-24,1.662195106890854e-23
cc-pvtz-dk,2.0665332666333165,599.9622672515129,2.5714194625203218e-24,4.04714043322992e-24,7.546367282262486e-24,1.7386101580410157e-23
cc-pvtz-dk,2.0685342671335665,599.3818926278115,2.7409089481601613e-24,4.2867804749661285e-24,7.940565179156842e-24,1.8178179986178622e-23
cc-pvtz-dk,2.070535267633817,598.8026397719256,2.917927131868472e-24,4.536694595643136e-24,8.350572152801476e-24,1.8998592777583538e-23
cc-pvtz-dk,2.072536268134067,598.2245054347092,3.1022727634831978e-24,4.796837452934633e-24,8.77662223618189e-24,1.9848078043537415e-23
cc-pvtz-dk,2.074537268634317,597.6474863795515,3.2941333205267627e-24,5.067550781827e-24,9.219333009535414e-24,2.072774868865034e-23
cc-pvtz-dk,2.0765382691345673,597.0715793823175,3.4941429616370015e-24,5.349611482444403e-24,9.679736308532122e-24,2.1639093017177217e-23
cc-pvtz-dk,2.0785392696348173,596.4967812312876,3.703382756353836e-24,5.6442243558823026e-24,1.0159257816476022e-23,2.2583931786717815e-23
cc-pvtz-dk,2.0805402701350673,595.9230887270979,3.923322120573906e-24,5.952959458336635e-24,1.0659647311506835e-23,2.3564336484786077e-23
cc-pvtz-dk,2.0825412706353177,595.3504986826807,4.155708834747853e-24,6.27764193109419e-24,1.1182868237833027e-23,2.4582518756990813e-23
cc-pvtz-dk,2.0845422711355677,594.7790079232061,4.402422561781884e-24,6.620209086515233e-24,1.1730961110735424e-23,2.5640704904760312e-23
cc-pvtz-dk,2.0865432716358177,594.2086132860226,4.665312283702134e-24,6.98255445550885e-24,1.230589918612684e-23,2.674101159972784e-23
cc-pvtz-dk,2.088544272136068,593.6393116205987,4.9460406933716355e-24,7.366380671850857e-24,1.2909456222384866e-23,2.788533908293856e-23
