r_obr_A,r_oh_A,theta_deg,nbf,t1_s,e_hf_Ha,e_ccsd_Ha,e_ccsdt_Ha,omega_app_eV,root0_sym,gap_any_eV,gap_app_eV,w1,status,wall_s
2.0,1.25,85.0,87,0.008043616186021296,-2679.8392166104504,-2680.4008626229215,-2680.425827794152,1.9988425951710482,"A""",0.805424243586901,2.2954978196927085,0.9373,ok,428.57
2.05,0.8,95.0,87,0.006976492209001992,-2679.8593377731468,-2680.4041798961907,-2680.4264029298274,1.8920430153594403,"A""",0.7465117012985515,2.0978697935191866,0.9367,ok,282.12
2.0,1.25,105.0,87,0.008318257567901584,-2679.8440648094506,-2680.4029612838635,-2680.427362233686,1.9420784672404932,"A""",0.8061610264835294,2.2395304197308485,0.9369,ok,396.85
2.0,1.2,135.0,87,0.011553528326746446,-2679.831861740468,-2680.387475325704,-2680.4117650194175,1.4437340971248211,"A""",0.5718933683327091,2.196878438618246,0.9346,ok,473.02
2.0,1.25,110.0,87,0.008636766306963004,-2679.8423660732387,-2680.400880960676,-2680.4252578002183,1.890569903863118,"A""",0.7940907514120323,2.22622171989083,0.9366,ok,406.8
2.0,1.25,75.0,87,0.00905131124741592,-2679.8300301676227,-2680.3933408594066,-2680.418928578935,1.933392033266124,"A""",0.7955740306281702,2.3383230407825546,0.9372,ok,466.15
2.0,1.25,130.0,87,0.011175857483599914,-2679.8255707465405,-2680.383435152554,-2680.408065890523,1.5336600876862099,"A""",0.6515729361201497,2.1921559917334865,0.9344,ok,390.73
2.0,1.25,115.0,87,0.009055883171212652,-2679.839596634935,-2680.3978402636585,-2680.422231148863,1.8237837239567174,"A""",0.7741517426728577,2.2141218984144206,0.9362,ok,418.69
2.0,1.25,125.0,87,0.010289153722013203,-2679.831120773319,-2680.389066617966,-2680.4135873630753,1.6448927729798373,"A""",0.7042305835399475,2.196366385510715,0.9351,ok,408.26
2.0,1.25,80.0,87,0.008381052050468617,-2679.8351002482327,-2680.3976212062935,-2680.422868712427,1.9751373444088742,"A""",0.8001618924245573,2.312770078443188,0.9372,ok,485.97
2.05,0.8,75.0,87,0.0072023098727501495,-2679.8440741906006,-2680.3924107873736,-2680.415267872944,1.7757303642631705,"A""",0.843586306539378,2.1557017013176902,0.936,ok,409.19
2.05,0.8,80.0,87,0.007118097111543005,-2679.8500910322023,-2680.3973395823264,-2680.4199919770695,1.824805386226666,"A""",0.8195770234234662,2.141049916424964,0.9362,ok,409.52
2.05,0.8,85.0,87,0.00704984267690599,-2679.854592296568,-2680.400890757119,-2680.4233686199545,1.8608418458349683,"A""",0.7954554602336532,2.1268195650853445,0.9364,ok,413.16
2.05,0.8,125.0,87,0.007882629587749556,-2679.844756010152,-2680.388590053066,-2680.4107700597415,1.6408845611734049,"A""",0.5349313330734176,2.0070021506649347,0.9362,ok,288.85
2.0,1.2,130.0,87,0.010534572621677018,-2679.8382269713793,-2680.393918466692,-2680.4180906758975,1.5658908092199844,"A""",0.6364429773842466,2.1991068540000147,0.9353,ok,589.59
2.05,0.8,90.0,87,0.007000909935551391,-2679.857650705791,-2680.4031456294215,-2680.425480286342,1.8833995576531244,"A""",0.7712423388037175,2.1125163806357534,0.9365,ok,448.77
2.05,0.8,100.0,87,0.006983365826288028,-2679.859724842383,-2680.404065526907,-2680.426208292982,1.8864113594288616,"A""",0.7205426316255532,2.082782717544461,0.9367,ok,420.79
2.05,0.8,105.0,87,0.007029929339908633,-2679.8588840167217,-2680.4028715054196,-2680.4249647327642,1.8662610844204939,"A""",0.6924043265156119,2.06730082780871,0.9368,ok,426.81
2.05,0.8,110.0,87,0.007127136847170758,-2679.8568889475027,-2680.400664132217,-2680.422737685596,1.8314993364412855,"A""",0.6609946195857007,2.0515986633413403,0.9367,ok,423.93
2.05,0.8,120.0,87,0.007533095720386896,-2679.8497431013648,-2680.3934618871167,-2680.415580686984,1.718541075299857,"A""",0.583446622166621,2.02091060538614,0.9365,ok,427.59
2.05,0.8,115.0,87,0.007288904710280925,-2679.8538155599203,-2680.397507053456,-2680.4195896483893,1.782189877065268,"A""",0.6250926143752472,2.0359836946347745,0.9366,ok,457.88
2.05,0.85,115.0,87,0.007379141679624406,-2679.8741876943036,-2680.4193567689213,-2680.4417069297733,1.7685327213811277,"A""",0.6374869499171859,2.0346307159672983,0.9363,ok,282.2
2.05,0.85,75.0,87,0.007307663157604186,-2679.8645567501544,-2680.414466989207,-2680.437616212884,1.7787531388172642,"A""",0.8451616825675926,2.1565965954295114,0.936,ok,431.99
2.05,0.8,135.0,87,0.009017122104451998,-2679.8324214777463,-2680.3766297492143,-2680.398992836132,1.445335984419543,"A""",0.4149243598771443,1.9861900714643153,0.9354,ok,440.48
2.05,0.8,130.0,87,0.00836572447251266,-2679.8389470053994,-2680.3829557933736,-2680.40521881302,1.5496498276330268,"A""",0.47878595214016284,1.99507762216378,0.9358,ok,457.12
2.05,0.85,80.0,87,0.007210235172626883,-2679.8705429391593,-2680.419369149467,-2680.442308376815,1.825024205425123,"A""",0.8223343375274054,2.140675240441917,0.9361,ok,444.95
2.05,0.85,85.0,87,0.007134260843973868,-2679.8750223659326,-2680.42289223482,-2680.4456516155647,1.8584497908686965,"A""",0.7995441881635873,2.1256503259104806,0.9363,ok,464.46
2.05,0.85,90.0,87,0.007081040798354883,-2679.8780650180156,-2680.4251194604267,-2680.4477308975365,1.8786305810254262,"A""",0.7767861822780641,2.110862370680143,0.9364,ok,451.82
2.05,0.9,110.0,87,0.0073212133115015746,-2679.887258328261,-2680.434153403281,-2680.4567777967327,1.8061808087994693,"A""",0.6838723833657582,2.048157613773712,0.9362,ok,285.58
2.05,0.85,100.0,87,0.007061661595002565,-2679.880118210881,-2680.4259878150556,-2680.4484006177922,1.8775842085588352,"A""",0.7291270961831545,2.0807681090978805,0.9365,ok,420.34
2.05,0.85,95.0,87,0.00705471689943479,-2679.8797403211415,-2680.4261272945705,-2680.4486232547533,1.8851365775820104,"A""",0.7535764645312973,2.095948818336741,0.9365,ok,423.1
2.05,0.85,105.0,87,0.007110108235426025,-2679.8792698095976,-2680.4247697149654,-2680.4471311075517,1.8556961976176702,"A""",0.7024336056436103,2.0653495966907043,0.9365,ok,418.01
2.05,0.85,110.0,87,0.007211158649317391,-2679.877267955452,-2680.42253853892,-2680.4448794279742,1.8193387931449923,"A""",0.6723200330155288,2.0498662193030963,0.9365,ok,451.86
2.05,0.85,120.0,87,0.007632711504840123,-2679.870107223654,-2680.4152846428183,-2680.4376723366126,1.703445173647129,"A""",0.5966012808907291,2.0201039240089864,0.9361,ok,449.23
2.05,0.9,75.0,87,0.0074361155507677735,-2679.8747267417284,-2680.426328355227,-2680.4497909604115,1.7797717298472593,"A""",0.8449623366882253,2.1569653760917804,0.9359,ok,433.14
2.05,0.9,95.0,87,0.007148662491909183,-2679.889749429582,-2680.4378105747146,-2680.460595916609,1.8770952795252585,"A""",0.7601668803446017,2.0937942396545477,0.9363,ok,417.06
2.05,0.85,130.0,87,0.008498896137673542,-2679.8592866547524,-2680.4047124266604,-2680.427250615389,1.5317123119048701,"A""",0.49223770225054475,1.9958750992004557,0.9354,ok,462.72
2.05,0.85,125.0,87,0.007995795772303011,-2679.8651097605903,-2680.4103822147317,-2680.432833588878,1.624371375729969,"A""",0.5484591866197623,2.0069123704198164,0.9358,ok,475.24
2.05,0.9,100.0,87,0.007158237754809848,-2679.890116616862,-2680.4376446244764,-2680.460343599189,1.8676994880648026,"A""",0.7374992281278847,2.0786149182689253,0.9363,ok,422.98
2.05,0.9,80.0,87,0.007318999500211854,-2679.8806443451062,-2680.4311722332327,-2680.454417751031,1.8235840455791867,"A""",0.8236630711688839,2.1397866525369675,0.936,ok,460.42
2.05,0.9,85.0,87,0.007232826918739422,-2679.8850786105522,-2680.43464711087,-2680.4577060753363,1.8546382843401767,"A""",0.8025449201043469,2.1240454843814205,0.9361,ok,468.76
2.05,0.85,135.0,87,0.009179091317280905,-2679.852741781948,-2680.3983445068866,-2680.420988115498,1.4259468849659962,"A""",0.4278118098516084,1.9880415133282017,0.9349,ok,484.73
2.05,0.9,90.0,87,0.007175299913611927,-2679.8880922355224,-2680.4368349258416,-2680.459740233531,1.8726106373724827,"A""",0.781562958739102,2.1088731486971044,0.9362,ok,461.43
2.05,0.9,105.0,87,0.007212146639051315,-2679.889262561413,-2680.4364042799257,-2680.4590498954617,1.844118315788891,"A""",0.712482165015462,2.0633454379726155,0.9363,ok,433.39
2.05,0.95,85.0,87,0.007345043110103602,-2679.887689772259,-2680.439054398758,-2680.4624298094636,1.849475391651746,"A""",0.8043859758797438,2.122035478911888,0.9359,ok,294.87
2.05,0.9,115.0,87,0.007500244022597708,-2679.8841774109874,-2680.430952589411,-2680.453586740411,1.7538673484630036,"A""",0.6502952358760062,2.0333696829757524,0.936,ok,464.41
2.05,0.9,120.0,87,0.0077686429949552676,-2679.8800964650663,-2680.426860141195,-2680.449533508476,1.6873066483517587,"A""",0.610338976763024,2.019448574387138,0.9357,ok,460.9
2.05,0.9,125.0,87,0.00815180385880719,-2679.8750971195377,-2680.421934315123,-2680.4446743113094,1.606762253659309,"A""",0.5627206820344486,2.007022984905006,0.9354,ok,435.55
2.05,0.9,130.0,87,0.008681820295647218,-2679.8692690692797,-2680.416236404893,-2680.4390675355116,1.5126127613821887,"A""",0.5065478819414234,1.9969089108955274,0.9349,ok,438.94
2.05,0.9,135.0,87,0.009399005492171568,-2679.862714395398,-2680.4098338174945,-2680.4327763582173,1.4053225033292387,"A""",0.44165677865395087,1.9901491072212492,0.9344,ok,436.39
2.05,0.95,75.0,87,0.007591380912825119,-2679.8775128290686,-2680.4308911177122,-2680.4546872923006,1.7787633297425596,"A""",0.8429042030091661,2.156890549348534,0.9358,ok,437.43
2.05,0.95,120.0,87,0.007943607553007203,-2679.882643652447,-2680.4310968207915,-2680.4540724561707,1.670232524277621,"A""",0.6245891434791504,2.018898957144842,0.9353,ok,286.59
2.05,0.95,80.0,87,0.007445163293298157,-2679.8833234329286,-2680.435646135603,-2680.4592162241506,1.8205204367202752,"A""",0.8234834363019544,2.138432213512435,0.9359,ok,467.28
2.05,0.95,90.0,87,0.007282804219486514,-2679.8906619667523,-2680.4411928394616,-2680.4644079660416,1.8654246481025523,"A""",0.7855079619440866,2.10656695500702,0.936,ok,446.8
2.05,0.95,95.0,87,0.007257530822558952,-2679.8922955352446,-2680.4421323075107,-2680.465222500131,1.8680143613470002,"A""",0.76622024019,2.091412995071961,0.936,ok,446.91
2.05,0.95,105.0,87,0.007336345764008929,-2679.891793951838,-2680.440680417817,-2680.463625639439,1.8316290786387834,"A""",0.7224864318174498,2.061271947996891,0.936,ok,458.89
2.05,0.95,100.0,87,0.007272933956680165,-2679.8926511978952,-2680.4419399137337,-2680.464940344815,1.8568563440549053,"A""",0.7455951107090801,2.0763180418178533,0.936,ok,459.19
2.05,0.95,110.0,87,0.007458318016096716,-2679.889792177952,-2680.43841505714,-2680.4613386204,1.7921286941542227,"A""",0.6955850659481362,2.0464454119703577,0.9358,ok,457.87
2.05,1.05,75.0,87,0.00800741470965939,-2679.868855725854,-2680.425945078119,-2680.450466854484,1.7706310107435224,"A""",0.8331868893102488,2.1555250344384462,0.9355,ok,253.31
2.05,0.95,115.0,87,0.007653997579772221,-2679.8867171876645,-2680.435201891124,-2680.458136112905,1.7382984340034644,"A""",0.663448730608136,2.032163486919779,0.9356,ok,460.39
2.05,0.95,135.0,87,0.009682273679639652,-2679.8652734983707,-2680.414010361268,-2680.4372704419075,1.3835877119464086,"A""",0.4564045383372482,1.9924534731624362,0.9338,ok,435.98
2.05,1.0,85.0,87,0.007471022718066131,-2679.8849829470278,-2680.438217470596,-2680.4619255130924,1.8430327632027725,"A""",0.8050325987458768,2.119613195206355,0.9357,ok,372.27
2.05,0.95,125.0,87,0.00835384703551931,-2679.8776513024527,-2680.426156004896,-2680.449201788544,1.5881678928743292,"A""",0.5776448865309188,2.007281857201524,0.935,ok,444.29
2.05,0.95,130.0,87,0.008918929773488248,-2679.8718279055015,-2680.420438771404,-2680.443580678129,1.492467115965391,"A""",0.5216529116470131,1.998122890074872,0.9345,ok,443.24
2.05,1.0,75.0,87,0.007779269025268297,-2679.875040022508,-2680.4302536346963,-2680.45440293135,1.7757176431189483,"A""",0.8389619777926435,2.1564133877940974,0.9357,ok,411.36
2.05,1.0,80.0,87,0.007590788193150567,-2679.8807059752153,-2680.4348916632903,-2680.458803874885,1.815878066087553,"A""",0.8217621682109154,2.1366197944353438,0.9357,ok,408.3
2.05,1.0,105.0,87,0.007483093360115008,-2679.8889946040363,-2680.4397085889914,-2680.4629687903125,1.8183139235385484,"A""",0.7323879913054608,2.059081046584891,0.9357,ok,378.7
2.05,1.0,90.0,87,0.007403046898831786,-2679.887902583568,-2680.4402988829797,-2680.463839206593,1.8571559825436115,"A""",0.7885831950499823,2.103926804853588,0.9358,ok,388.6
2.05,1.0,95.0,87,0.007380930567048979,-2679.8895080354723,-2680.441199870119,-2680.46460992711,1.8579787935691081,"A""",0.7716971651749429,2.0887783123660513,0.9358,ok,401.38
2.05,1.0,100.0,87,0.007405632918767383,-2679.889852081224,-2680.440982871257,-2680.4642998416252,1.8451421130268622,"A""",0.7533669730255178,2.073840689877457,0.9358,ok,402.31
2.05,1.0,110.0,87,0.007623654880846051,-2679.887000457788,-2680.437435017785,-2680.4606736007145,1.7772647747820625,"A""",0.7073917400161988,2.044671426774753,0.9355,ok,392.69
2.05,1.0,130.0,87,0.009214534770439568,-2679.8690952042834,-2680.4194357309457,-2680.4429070998567,1.471355656381667,"A""",0.5374626046931643,1.9994341963553968,0.934,ok,387.1
2.05,1.0,125.0,87,0.00860540365967692,-2679.874903995508,-2680.4251620153336,-2680.4485314417407,1.5686658775725821,"A""",0.5931445213827993,2.007609011426273,0.9345,ok,399.48
2.05,1.05,110.0,87,0.007818543193130672,-2679.8804387806676,-2680.432758070126,-2680.456328314328,1.7616507277280018,"A""",0.7192254935055641,2.0427380572657334,0.9351,ok,244.7
2.05,1.0,115.0,87,0.007842335473165018,-2679.8839382150777,-2680.4342171531634,-2680.457467892938,1.721905436429776,"A""",0.6768730211701315,2.0309448306523032,0.9353,ok,465.54
2.05,1.05,90.0,87,0.00753614589546201,-2679.8813669539363,-2680.4356919907837,-2680.459572784365,1.8478821410070807,"A""",0.790785871292741,2.1008940965709395,0.9355,ok,365.21
2.05,1.0,120.0,87,0.008160244664520006,-2679.879880207721,-2680.43010820409,-2680.453403228053,1.6523002845482608,"A""",0.6392708717575211,2.018380428281355,0.9349,ok,476.08
2.05,1.05,80.0,87,0.007759091690328246,-2679.8743412327212,-2680.430441697768,-2680.454713307374,1.8097046256797402,"A""",0.8185289498062038,2.134308513166451,0.9355,ok,414.65
2.05,1.05,95.0,87,0.007518748004413018,-2679.8829409791592,-2680.4365545409323,-2680.460299633475,1.8470684896913643,"A""",0.7765760509655987,2.085823740345124,0.9355,ok,376.09
2.05,1.05,100.0,87,0.007556504887690724,-2679.8832741035844,-2680.436316122646,-2680.4599650530536,1.8326304596198477,"A""",0.7607809935352128,2.0711065617068325,0.9355,ok,385.19
2.05,1.05,85.0,87,0.007611825100900582,-2679.878509368308,-2680.4336725493317,-2680.457729149779,1.835380432317025,"A""",0.8044965333178716,2.1167270404502667,0.9355,ok,419.49
2.05,1.05,105.0,87,0.007653131009931313,-2679.8824198430716,-2680.435032622872,-2680.4586237438984,1.8042407592069927,"A""",0.7421378031329946,2.056685804761111,0.9353,ok,368.9
2.05,1.1,80.0,87,0.007954697906664147,-2679.865362540214,-2680.423422158661,-2680.448070532665,1.8020421881277071,"A""",0.8138819478420167,2.131387778121985,0.9353,ok,278.75
2.05,1.05,120.0,87,0.008421195419246498,-2679.873362142462,-2680.4254409903597,-2680.4490736944545,1.6335610197353956,"A""",0.6542831193501094,2.0177796085472774,0.9345,ok,371.05
2.05,1.05,115.0,87,0.0080672231808884,-2679.8773963111844,-2680.4295440688193,-2680.4531287580603,1.7047440998287011,"A""",0.6904840786920367,2.0296069147641966,0.9349,ok,414.93
2.05,1.05,125.0,87,0.008909967924883359,-2679.8684114785965,-2680.4205002823514,-2680.4442125856167,1.5483048367674324,"A""",0.6091036640954213,2.007888362459046,0.934,ok,458.35
2.05,1.05,135.0,87,0.010459488915093854,-2679.8561057951842,-2680.4083303773427,-2680.432286302274,1.3370975395604652,"A""",0.488200790017046,1.997289674710895,0.9327,ok,431.29
2.05,1.15,90.0,87,0.007844456664418598,-2679.8612174962695,-2680.419577195255,-2680.444186634947,1.8265520723117643,"A""",0.7927946079799405,2.093063046993614,0.935,ok,298.65
2.05,1.1,100.0,87,0.007726200017083522,-2679.8740570992763,-2680.4290762344276,-2680.4530734032232,1.819374652706976,"A""",0.767826735463011,2.0679772017110043,0.9351,ok,386.72
2.05,1.1,105.0,87,0.007847591939970623,-2679.8732099750846,-2680.4277901679266,-2680.451729258075,1.7894540153102259,"A""",0.7516972684598089,2.053937701619775,0.935,ok,386.88
2.05,1.05,130.0,87,0.0095725922104146,-2679.862627611287,-2680.4147767430236,-2680.438597842133,1.4493280264012625,"A""",0.5538428371240457,2.0007267107104605,0.9335,ok,468.67
2.05,1.1,90.0,87,0.007682786730288537,-2679.8721928071445,-2680.428505027978,-2680.4527419312503,1.8376669295135626,"A""",0.7921593295040933,2.0973492537572422,0.9353,ok,420.78
2.05,1.1,95.0,87,0.0076714364241408815,-2679.873733388797,-2680.4293312736354,-2680.453427162585,1.8353429088724367,"A""",0.7808749783278024,2.08242254581804,0.9352,ok,427.52
2.05,1.1,75.0,87,0.008285389999521393,-2679.8600904843634,-2680.4190864986754,-2680.4440002734977,1.7634974036995095,"A""",0.825710463888682,2.1541457770724093,0.9354,ok,462.56
2.05,1.1,85.0,87,0.007769296777053549,-2679.8694048732154,-2680.426549506866,-2680.4509707711845,1.8265789186863215,"A""",0.8028474968483467,2.1132607531225855,0.9353,ok,455.52
2.05,1.1,120.0,87,0.008728951630896433,-2679.864230414713,-2680.4182354709505,-2680.4422259073112,1.6140344913712201,"A""",0.669493808695739,2.016924082393355,0.934,ok,421.55
2.05,1.1,125.0,87,0.00927053042350768,-2679.8593149697663,-2680.4133122713647,-2680.43738868943,1.527101161410607,"A""",0.6253549836774285,2.00794811492312,0.9335,ok,424.6
2.05,1.15,80.0,87,0.008183674592891,-2679.8546022853793,-2680.414664645198,-2680.4397076249543,1.7929177360558584,"A""",0.8079892316563457,2.1276282805149167,0.935,ok,386.67
2.05,1.1,115.0,87,0.008330627083085157,-2679.868232233126,-2680.422321967809,-2680.446259572327,1.6868405562681417,"A""",0.7041839197968721,2.0279810280657387,0.9344,ok,446.17
2.05,1.15,75.0,87,0.008624373465168643,-2679.8495730970326,-2680.4105036423894,-2680.435829504256,1.7542993755262832,"A""",0.8167392310679942,2.1520715440060503,0.9351,ok,415.04
2.05,1.1,110.0,87,0.008044284531839007,-2679.8712477219983,-2680.4255227191497,-2680.4494425819216,1.7453216018454165,"A""",0.7310196065246098,2.040485119378594,0.9348,ok,453.55
2.05,1.15,85.0,87,0.007946383681339953,-2679.8585047563747,-2680.4176843900314,-2680.4424869960235,1.816669815536603,"A""",0.8002146938626885,2.1089837734797596,0.935,ok,402.93
2.05,1.1,135.0,87,0.010962522981670057,-2679.8470782260115,-2680.4011698914546,-2680.4255086174344,1.312416288858337,"A""",0.5048814320682395,1.999558706118758,0.9321,ok,465.52
2.05,1.1,130.0,87,0.009996905494256723,-2679.853566718328,-2680.407604738529,-2680.4317981482623,1.4264003772402434,"A""",0.5705970993856408,2.0018368851539057,0.9329,ok,476.11
2.05,1.15,135.0,87,0.011546794058103391,-2679.8363099817507,-2680.3923604237407,-2680.4171097217495,1.2867628572163379,"A""",0.521667442126482,2.0014633843079825,0.9314,ok,294.49
2.05,1.15,100.0,87,0.007915817587336154,-2679.8630405066597,-2680.4201059292063,-2680.444468943079,1.8053986493909782,"A""",0.7745186374404778,2.0642113079095514,0.9348,ok,427.17
2.05,1.15,95.0,87,0.007840037613803925,-2679.8627239350003,-2680.4203714012933,-2680.4448349018385,1.8228365185938162,"A""",0.7846472124853124,2.078341333024483,0.9349,ok,460.55
2.05,1.15,120.0,87,0.00908544041518486,-2679.8533252885477,-2680.4093374979475,-2680.433708114217,1.5936987604526636,"A""",0.6847313945005067,2.015542303406479,0.9335,ok,413.17
2.05,1.15,115.0,87,0.008634152455655172,-2679.8572861362627,-2680.4133958856423,-2680.437707479147,1.668182199172709,"A""",0.7178553406888846,2.025794443376843,0.934,ok,465.99
2.05,1.15,130.0,87,0.010490166213166242,-2679.842753241038,-2680.3987678715803,-2680.4233592902933,1.4025455458834175,"A""",0.5874337872855179,2.00252275613807,0.9323,ok,434.23
2.05,1.15,105.0,87,0.00806798018347461,-2679.8622048400994,-2680.41882486299,-2680.4431305697176,1.773965227872459,"A""",0.7610402991928079,2.050579695690309,0.9346,ok,500.04
2.05,1.15,125.0,87,0.009689322332842842,-2679.848454914238,-2680.404444874239,-2680.4289093752614,1.5050276469184705,"A""",0.6416674152283053,2.0075277882605818,0.933,ok,461.58
2.05,1.15,110.0,87,0.008302531939816643,-2679.860267321566,-2680.416573305629,-2680.4408625865753,1.7282762451273468,"A""",0.7427052215493644,2.037646289287193,0.9343,ok,504.2
2.05,1.2,75.0,87,0.00903700934439685,-2679.837912694768,-2680.40080591677,-2680.426564964331,1.742993310696726,"A""",0.8065444282177457,2.148851482617434,0.9349,ok,398.0
2.05,1.2,95.0,87,0.008026286053236976,-2679.8505326027016,-2680.4103009298174,-2680.43515041132,1.809549784279056,"A""",0.7879792898369395,2.073130003277434,0.9345,ok,286.26
2.05,1.2,80.0,87,0.008453531259509373,-2679.842673871312,-2680.4047852426975,-2680.4302415865263,1.782331762857743,"A""",0.8010838293855448,2.1225552050215213,0.9347,ok,406.14
2.05,1.2,85.0,87,0.008147162328544939,-2679.8464256275315,-2680.4076980487403,-2680.4328996987315,1.805666221834828,"A""",0.796784288599246,2.1034349473118445,0.9347,ok,398.96
2.05,1.2,90.0,87,0.008023519950162476,-2679.849059747562,-2680.409532509672,-2680.4345321768237,1.8145481389539935,"A""",0.79282866404098,2.0875852160772133,0.9346,ok,403.71
2.05,1.2,105.0,87,0.008315701646590387,-2679.8500253604348,-2680.408764624278,-2680.43345771112,1.7577435998956792,"A""",0.77014487152716,2.0461475307600265,0.9342,ok,427.51
2.05,1.2,100.0,87,0.008126992101216004,-2679.850844968946,-2680.410032401274,-2680.4347807162576,1.790688285322647,"A""",0.7808909098508615,2.059350843589468,0.9344,ok,434.7
2.05,1.25,80.0,87,0.00877282488696804,-2679.8300297629867,-2680.3942404152776,-2680.4201303338796,1.7702442611703124,"A""",0.7934505851291042,2.1151218951025776,0.9344,ok,383.87
2.05,1.25,115.0,87,0.009370368117250335,-2679.832370173769,-2680.3927868555625,-2680.4179212802574,1.6282869230848969,"A""",0.7443838264579512,2.01746749279604,0.9329,ok,285.3
2.05,1.25,75.0,87,0.009536216318705592,-2679.825556929455,-2680.3904425300475,-2680.41665750673,1.7294951869397501,"A""",0.7954469002095996,2.1434659527154367,0.9346,ok,398.11
2.05,1.2,115.0,87,0.008980357789235683,-2679.845178973446,-2680.4033947905505,-2680.4281041651193,1.6487058919662227,"A""",0.7313372571307857,2.0225797841733226,0.9335,ok,436.78
2.05,1.2,120.0,87,0.009493040278973327,-2679.841267674309,-2680.399376667946,-2680.4241529918427,1.5724793579048286,"A""",0.6997517110150224,2.0131807379480247,0.933,ok,433.08
2.05,1.25,90.0,87,0.008223214474038804,-2679.8361775269937,-2680.3988353226155,-2680.424244735604,1.8016219696623588,"A""",0.7924315303207002,2.0799459436001966,0.9343,ok,400.63
2.05,1.25,85.0,87,0.008376781813246916,-2679.8336233453056,-2680.3970518116425,-2680.4226717656197,1.793539711359082,"A""",0.7927873882755693,2.0956042288497287,0.9343,ok,407.13
2.05,1.25,95.0,87,0.008232619422561812,-2679.837618503811,-2680.3995859544434,-2680.4248419199494,1.7954365254942888,"A""",0.7909757727988802,2.065844445823264,0.9341,ok,403.78
2.05,1.25,100.0,87,0.008361883879675066,-2679.837930108513,-2680.3993226805524,-2680.4244781995753,1.7751795370116061,"A""",0.7869769021536674,2.0524648981953515,0.9339,ok,400.34
2.05,1.2,110.0,87,0.008595278167505953,-2679.84811856568,-2680.406538271464,-2680.431219199701,1.7104666882229422,"A""",0.7541959057221268,2.033750340791113,0.9339,ok,473.76
2.05,1.2,125.0,87,0.010168651873159712,-2679.8364522009683,-2680.3945284824395,-2680.41940854076,1.48200406005794,"A""",0.6577034300602685,2.0062029628273113,0.9323,ok,464.29
2.05,1.2,135.0,87,0.012214594338274173,-2679.824422186707,-2680.3825347962006,-2680.4077271313963,1.2600675403962884,"A""",0.5380390316349197,2.002671261912897,0.9307,ok,461.35
2.05,1.2,130.0,87,0.011054550648736422,-2679.830808126817,-2680.3888976181165,-2680.4139167929,1.3776847349935006,"A""",0.6039190961619775,2.0024018843302214,0.9316,ok,483.47
2.1,0.8,105.0,87,0.00734567076084596,-2679.85095938793,-2680.3969827197125,-2680.4197986713175,1.6656478183987855,"A""",0.6562119515500539,1.864111107596578,0.9328,ok,282.0
2.05,1.25,105.0,87,0.008592942033819545,-2679.837131280462,-2680.3980769786344,-2680.423180978302,1.7407045634113991,"A""",0.7789643791262925,2.0397197245311753,0.9337,ok,459.48
2.05,1.25,110.0,87,0.008924542839414256,-2679.8352610934166,-2680.395885463632,-2680.420983357676,1.6917872992676453,"A""",0.7653524700543795,2.0278943187204583,0.9333,ok,462.58
2.05,1.25,120.0,87,0.009953269496282917,-2679.8285167432077,-2680.388821610069,-2680.41403306932,1.5502376934969633,"A""",0.7141784674315921,2.009025929636024,0.9323,ok,435.43
2.05,1.25,130.0,87,0.01169140069005144,-2679.8181901114626,-2680.3784640078043,-2680.40394577303,1.3516761703630373,"A""",0.6193905034744294,2.0008214640494395,0.9307,ok,452.88
2.1,0.8,80.0,87,0.007432300252677701,-2679.8440012748233,-2680.3930332198033,-2680.416363135273,1.633705019503465,"A""",0.7826598846189984,1.9347876472068055,0.9324,ok,426.04
2.05,1.25,125.0,87,0.010709918428312199,-2679.8237657611567,-2680.3840323183676,-2680.409359839176,1.4578855477300572,"A""",0.6729439759021265,2.0032315527021938,0.9316,ok,465.49
2.1,0.8,75.0,87,0.007526613690612555,-2679.8386173725717,-2680.3886970506273,-2680.412232876995,1.5875622736728197,"A""",0.8081074134104854,1.9493744678634972,0.9323,ok,431.59
2.1,0.8,90.0,87,0.007302803623253839,-2679.850590033218,-2680.397958290041,-2680.4209776336775,1.6872307652121377,"A""",0.7334637417795388,1.906888966318139,0.9327,ok,446.75
2.1,0.8,100.0,87,0.00728838912311033,-2679.852020872958,-2680.3983392607297,-2680.421187948418,1.686773268874659,"A""",0.6836315008285991,1.8785694815171239,0.9328,ok,432.63
2.1,0.8,85.0,87,0.00735639753971981,-2679.8479714748655,-2680.396096631867,-2680.419253968905,1.6670470879964232,"A""",0.7578222834687484,1.9207823377955238,0.9326,ok,471.04
2.1,0.85,75.0,87,0.00764465814649933,-2679.859176893369,-2680.410809964652,-2680.4346347676947,1.5895227160967826,"A""",0.813068285345025,1.9520575805735363,0.9323,ok,283.66
2.1,0.8,95.0,87,0.007277510440237393,-2679.851918971521,-2680.398684704408,-2680.4216011319563,1.6939036894607218,"A""",0.7090193149612056,1.8928478333241647,0.9328,ok,475.2
2.1,0.8,110.0,87,0.007462652675623699,-2679.848799605519,-2680.394673021351,-2680.4174909342037,1.6304570064581871,"A""",0.6254689020027394,1.8496683730493135,0.9327,ok,461.9
2.1,0.8,115.0,87,0.007656618677086587,-2679.8456084292934,-2680.3914650638244,-2680.414319178504,1.5812509013343456,"A""",0.5899566989181851,1.8355821174737894,0.9325,ok,470.2
