E_eV,lambda_nm,sigma_200K,sigma_250K,sigma_298K
1.9982491245622809,620.4641697373889,2.1255270006913852e-31,1.5306303642770398e-30,5.7735843157668915e-30
2.0002501250625313,619.8434728063023,2.581057441231848e-31,1.7126113915708533e-30,6.395117757269445e-30
2.0022511255627813,619.2240164936915,2.9676609385098622e-31,1.9019979719957485e-30,7.066269814392852e-30
2.0042521260630313,618.6057970837389,3.2470166128954723e-31,2.0964997287545775e-30,7.792542167675966e-30
2.0062531265632817,617.9888108754519,3.413040606381762e-31,2.298522966935243e-30,8.586399919612563e-30
2.0082541270635317,617.3730541825881,3.4853828069782943e-31,2.512665784533752e-30,9.461544635178962e-30
2.0102551275637817,616.7585233335822,3.5059693702828143e-31,2.7450679409072365e-30,1.0431390878287254e-29
2.012256128064032,616.1452146714729,3.77226598852233e-31,3.0264072149119618e-30,1.1531293437935881e-29
2.014257128564282,615.5331245538308,4.159687182119511e-31,3.3448505217352474e-30,1.2752475608080184e-29
2.016258129064532,614.9222493526858,4.572033616161215e-31,3.6909109385117485e-30,1.4086722951063977e-29
2.0182591295647825,614.3125854544553,5.008329918520842e-31,4.0644475809679944e-30,1.5534158626810116e-29
2.0202601300650325,613.7041292598736,5.5191386814830934e-31,4.4799211997230326e-30,1.7123031287614388e-29
2.0222611305652824,613.0968771839208,6.071030161776005e-31,4.927895147325732e-30,1.8835264958445782e-29
2.024262131065533,612.4908256557518,6.663205643489749e-31,5.408567884067459e-30,2.0672479039541823e-29
2.026263131565783,611.8859711186273,7.496833589735539e-31,5.9431006077366495e-30,2.2659522055849702e-29
2.028264132066033,611.2823100298434,8.502989485658881e-31,6.526697834369832e-30,2.4798230774220914e-29
2.0302651325662833,610.6798388606627,9.46351878826159e-31,7.140599663631895e-30,2.707931724989287e-29
2.0322661330665333,610.0785540962461,1.0337396706775076e-30,7.784306512768214e-30,2.951380336952315e-29
2.0342671335667832,609.4784522355834,1.1139610416122913e-30,8.468822252114782e-30,3.213373555492878e-29
2.0362681340670337,608.8795297914261,1.2046960689733758e-30,9.245881804802577e-30,3.5048189348617563e-29
2.0382691345672836,608.2817832902197,1.2980749167417977e-30,1.0088786863535727e-29,3.8210349456688056e-29
2.0402701350675336,607.6852092720363,1.4138861512632969e-30,1.1018835563387588e-29,4.1650513160683485e-29
2.042271135567784,607.0898042905081,1.5649860983027865e-30,1.2048684646631329e-29,4.538686805019986e-29
2.044272136068034,606.4955649127614,1.7259559060058388e-30,1.3151655700831454e-29,4.9395599220137115e-29
2.046273136568284,605.9024877193497,1.894774339460696e-30,1.432350444387294e-29,5.367284855687037e-29
2.0482741370685345,605.3105693041884,2.0696934533524752e-30,1.5560444709330015e-29,5.821471950803499e-29
2.0502751375687844,604.7198062744906,2.2496886097421607e-30,1.686063440401395e-29,6.302075380415811e-29
2.0522761380690344,604.1301952507008,2.4348541440159794e-30,1.8225552198745278e-29,6.809732796843644e-29
2.054277138569285,603.5417328664312,2.634142680754409e-30,1.966842108943845e-29,7.346767711250354e-29
2.056278139069535,602.9544157683979,2.8735852068504316e-30,2.122273447381588e-29,7.91813877909714e-29
2.058279139569785,602.3682406163567,3.1186416149480427e-30,2.2865260153927734e-29,8.523873991089414e-29
2.0602801400700352,601.7832040830399,3.368960287540279e-30,2.4609326947437846e-29,9.168193758685126e-29
2.062281140570285,601.1993028540933,3.627343120688262e-30,2.647308149803586e-29,9.856222067443797e-29
2.064282141070535,600.616533628014,3.899729654908668e-30,2.847817649294397e-29,1.059363036528184e-28
2.066283141570785,600.0348931160877,4.194541466108138e-30,3.064772677013202e-29,1.138617675219258e-28
2.0682841420710356,599.4543780423267,4.5214879115170024e-30,3.30038569452717e-29,1.2239213752915267e-28
2.0702851425712856,598.8749851434094,4.927916522053624e-30,3.560277830929587e-29,1.3160945876879603e-28
2.0722861430715356,598.296711168618,5.3773072957415655e-30,3.8414021195825316e-29,1.4150412565417015e-28
2.074287143571786,597.719552879778,5.86744239097398e-30,4.1437675772279605e-29,1.5209038847692998e-28
2.076288144072036,597.1435070511986,6.396011343751748e-30,4.4671125794141095e-29,1.6337465354142044e-28
2.078289144572286,596.5685704696112,6.960265559285854e-30,4.8110017001312483e-29,1.7535853268523658e-28
2.080290145072536,595.994739934111,7.557804604286011e-30,5.175066684452309e-29,1.8804401501176566e-28
2.0822911455727864,595.4220122560961,8.18736351506885e-30,5.559254674078625e-29,2.0143898119278215e-28
2.0842921460730364,594.8503842592104,8.87606647657853e-30,5.96667810906868e-29,2.155881443684632e-28
